X, Y
0.809018, 0.587789
0.805308, 0.592861
0.801568, 0.597909
0.797795, 0.602934
0.793991, 0.607934
0.790156, 0.612911
0.786289, 0.617864
0.782391, 0.622792
0.778463, 0.627696
0.774504, 0.632575
0.770514, 0.637428
0.766494, 0.642257
0.762443, 0.647060
0.758363, 0.651838
0.754252, 0.656590
0.750112, 0.661317
0.745942, 0.666017
0.741743, 0.670690
0.737514, 0.675338
0.733256, 0.679958
0.728970, 0.684552
0.724654, 0.689119
0.720310, 0.693658
0.715937, 0.698170
0.711537, 0.702655
0.707108, 0.707112
0.702651, 0.711541
0.698166, 0.715942
0.693654, 0.720314
0.689115, 0.724658
0.684548, 0.728974
0.679955, 0.733261
0.675334, 0.737519
0.670687, 0.741747
0.666013, 0.745947
0.661313, 0.750117
0.656587, 0.754257
0.651835, 0.758368
0.647057, 0.762448
0.642254, 0.766499
0.637425, 0.770519
0.632572, 0.774509
0.627693, 0.778468
0.622789, 0.782397
0.617861, 0.786294
0.612909, 0.790161
0.607932, 0.793996
0.602931, 0.797801
0.597907, 0.801573
0.592859, 0.805314
0.587787, 0.809023
0.582692, 0.812700
0.577575, 0.816346
0.572434, 0.819959
0.567271, 0.823539
0.562085, 0.827087
0.556878, 0.830602
0.551648, 0.834085
0.546396, 0.837535
0.541123, 0.840951
0.535829, 0.844335
0.530513, 0.847685
0.525177, 0.851001
0.519820, 0.854284
0.514442, 0.857534
0.509044, 0.860749
0.503626, 0.863931
0.498187, 0.867078
0.492730, 0.870191
0.487253, 0.873270
0.481756, 0.876314
0.476241, 0.879324
0.470706, 0.882299
0.465154, 0.885239
0.459582, 0.888144
0.453993, 0.891014
0.448386, 0.893849
0.442761, 0.896649
0.437119, 0.899413
0.431459, 0.902142
0.425782, 0.904835
0.420089, 0.907492
0.414379, 0.910114
0.408652, 0.912700
0.402910, 0.915249
0.397151, 0.917763
0.391377, 0.920240
0.385587, 0.922681
0.379782, 0.925086
0.373963, 0.927454
0.368128, 0.929785
0.362279, 0.932080
0.356415, 0.934338
0.350538, 0.936559
0.344646, 0.938743
0.338742, 0.940890
0.332823, 0.943000
0.326892, 0.945072
0.320947, 0.947108
0.314990, 0.949106
0.309021, 0.951066
0.303039, 0.952989
0.297046, 0.954874
0.291040, 0.956722
0.285023, 0.958532
0.278995, 0.960304
0.272956, 0.962038
0.266906, 0.963734
0.260846, 0.965392
0.254775, 0.967012
0.248694, 0.968593
0.242604, 0.970137
0.236503, 0.971642
0.230394, 0.973109
0.224275, 0.974538
0.218148, 0.975928
0.212012, 0.977279
0.205867, 0.978592
0.199715, 0.979866
0.193554, 0.981102
0.187386, 0.982299
0.181211, 0.983457
0.175028, 0.984576
0.168838, 0.985656
0.162642, 0.986698
0.156440, 0.987700
0.150231, 0.988664
0.144016, 0.989588
0.137796, 0.990474
0.131570, 0.991320
0.125339, 0.992127
0.119103, 0.992895
0.112862, 0.993624
0.106617, 0.994313
0.100367, 0.994964
0.094114, 0.995575
0.087857, 0.996147
0.081596, 0.996679
0.075333, 0.997172
0.069066, 0.997626
0.062796, 0.998040
0.056525, 0.998415
0.050250, 0.998751
0.043974, 0.999047
0.037696, 0.999303
0.031417, 0.999521
0.025136, 0.999698
0.018855, 0.999837
0.012572, 0.999935
0.006290, 0.999995
0.000006, 1.000015
-0.006277, 0.999995
-0.012559, 0.999936
-0.018842, 0.999837
-0.025123, 0.999699
-0.031404, 0.999522
-0.037683, 0.999305
-0.043961, 0.999049
-0.050237, 0.998753
-0.056512, 0.998418
-0.062784, 0.998043
-0.069053, 0.997629
-0.075320, 0.997175
-0.081583, 0.996682
-0.087844, 0.996150
-0.094101, 0.995579
-0.100354, 0.994968
-0.106604, 0.994318
-0.112849, 0.993629
-0.119090, 0.992900
-0.125326, 0.992132
-0.131557, 0.991325
-0.137783, 0.990479
-0.144003, 0.989594
-0.150218, 0.988670
-0.156427, 0.987707
-0.162629, 0.986705
-0.168826, 0.985663
-0.175015, 0.984583
-0.181198, 0.983464
-0.187373, 0.982307
-0.193542, 0.981110
-0.199702, 0.979875
-0.205855, 0.978601
-0.211999, 0.977288
-0.218135, 0.975937
-0.224263, 0.974547
-0.230381, 0.973119
-0.236491, 0.971652
-0.242591, 0.970147
-0.248682, 0.968604
-0.254763, 0.967023
-0.260833, 0.965403
-0.266894, 0.963745
-0.272944, 0.962049
-0.278983, 0.960316
-0.285011, 0.958544
-0.291028, 0.956734
-0.297033, 0.954887
-0.303027, 0.953002
-0.309009, 0.951079
-0.314978, 0.949119
-0.320935, 0.947122
-0.326880, 0.945087
-0.332811, 0.943014
-0.338729, 0.940905
-0.344634, 0.938758
-0.350526, 0.936574
-0.356403, 0.934354
-0.362267, 0.932096
-0.368116, 0.929802
-0.373951, 0.927470
-0.379770, 0.925103
-0.385575, 0.922698
-0.391365, 0.920258
-0.397139, 0.917781
-0.402898, 0.915267
-0.408640, 0.912718
-0.414367, 0.910133
-0.420077, 0.907511
-0.425771, 0.904854
-0.431447, 0.902161
-0.437107, 0.899433
-0.442750, 0.896669
-0.448375, 0.893870
-0.453982, 0.891035
-0.459571, 0.888165
-0.465143, 0.885260
-0.470695, 0.882320
-0.476230, 0.879346
-0.481745, 0.876336
-0.487242, 0.873292
-0.492719, 0.870214
-0.498177, 0.867101
-0.503615, 0.863954
-0.509033, 0.860773
-0.514431, 0.857558
-0.519809, 0.854309
-0.525166, 0.851026
-0.530503, 0.847710
-0.535819, 0.844360
-0.541113, 0.840977
-0.546386, 0.837560
-0.551638, 0.834111
-0.556868, 0.830629
-0.562075, 0.827114
-0.567261, 0.823566
-0.572424, 0.819986
-0.577565, 0.816373
-0.582683, 0.812728
-0.587778, 0.809051
-0.592849, 0.805343
-0.597897, 0.801602
-0.602922, 0.797830
-0.607923, 0.794026
-0.612900, 0.790191
-0.617852, 0.786324
-0.622780, 0.782427
-0.627684, 0.778499
-0.632563, 0.774540
-0.637417, 0.770550
-0.642246, 0.766530
-0.647049, 0.762480
-0.651827, 0.758400
-0.656579, 0.754289
-0.661305, 0.750149
-0.666005, 0.745980
-0.670679, 0.741781
-0.675326, 0.737552
-0.679947, 0.733295
-0.684541, 0.729008
-0.689108, 0.724693
-0.693647, 0.720349
-0.698159, 0.715977
-0.702644, 0.711576
-0.707101, 0.707148
-0.711530, 0.702691
-0.715931, 0.698207
-0.720304, 0.693695
-0.724648, 0.689156
-0.728963, 0.684590
-0.733250, 0.679996
-0.737508, 0.675376
-0.741737, 0.670729
-0.745937, 0.666055
-0.750107, 0.661356
-0.754247, 0.656630
-0.758358, 0.651878
-0.762438, 0.647101
-0.766489, 0.642298
-0.770509, 0.637469
-0.774499, 0.632616
-0.778459, 0.627737
-0.782387, 0.622834
-0.786285, 0.617906
-0.790152, 0.612954
-0.793988, 0.607977
-0.797792, 0.602977
-0.801564, 0.597952
-0.805306, 0.592905
-0.809015, 0.587833
-0.812692, 0.582739
-0.816337, 0.577621
-0.819950, 0.572481
-0.823531, 0.567318
-0.827079, 0.562133
-0.830595, 0.556925
-0.834078, 0.551696
-0.837527, 0.546445
-0.840944, 0.541172
-0.844328, 0.535878
-0.847678, 0.530562
-0.850995, 0.525226
-0.854278, 0.519869
-0.857527, 0.514492
-0.860743, 0.509094
-0.863924, 0.503676
-0.867072, 0.498238
-0.870185, 0.492780
-0.873264, 0.487304
-0.876308, 0.481807
-0.879318, 0.476292
-0.882293, 0.470758
-0.885234, 0.465206
-0.888139, 0.459635
-0.891009, 0.454046
-0.893845, 0.448439
-0.896644, 0.442814
-0.899409, 0.437172
-0.902138, 0.431512
-0.904831, 0.425836
-0.907489, 0.420142
-0.910111, 0.414433
-0.912697, 0.408706
-0.915246, 0.402964
-0.917760, 0.397206
-0.920238, 0.391432
-0.922679, 0.385642
-0.925084, 0.379838
-0.927452, 0.374018
-0.929783, 0.368184
-0.932078, 0.362335
-0.934336, 0.356471
-0.936558, 0.350594
-0.938742, 0.344703
-0.940889, 0.338798
-0.942999, 0.332880
-0.945072, 0.326949
-0.947108, 0.321005
-0.949106, 0.315048
-0.951066, 0.309079
-0.952990, 0.303097
-0.954875, 0.297104
-0.956723, 0.291099
-0.958533, 0.285082
-0.960305, 0.279054
-0.962040, 0.273015
-0.963736, 0.266965
-0.965394, 0.260905
-0.967014, 0.254835
-0.968596, 0.248754
-0.970140, 0.242663
-0.971646, 0.236563
-0.973113, 0.230454
-0.974541, 0.224336
-0.975932, 0.218208
-0.977283, 0.212073
-0.978597, 0.205928
-0.979871, 0.199776
-0.981107, 0.193616
-0.982304, 0.187448
-0.983462, 0.181272
-0.984582, 0.175090
-0.985662, 0.168900
-0.986704, 0.162704
-0.987707, 0.156502
-0.988671, 0.150293
-0.989596, 0.144079
-0.990481, 0.137858
-0.991328, 0.131632
-0.992135, 0.125402
-0.992904, 0.119166
-0.993633, 0.112925
-0.994323, 0.106680
-0.994973, 0.100431
-0.995585, 0.094178
-0.996157, 0.087921
-0.996689, 0.081660
-0.997183, 0.075397
-0.997637, 0.069130
-0.998051, 0.062861
-0.998427, 0.056589
-0.998763, 0.050315
-0.999059, 0.044039
-0.999316, 0.037761
-0.999533, 0.031482
-0.999711, 0.025201
-0.999850, 0.018920
-0.999949, 0.012637
-1.000009, 0.006355
-1.000029, 0.000072
-1.000010, -0.006211
-0.999951, -0.012494
-0.999853, -0.018776
-0.999715, -0.025058
-0.999538, -0.031338
-0.999321, -0.037618
-0.999065, -0.043895
-0.998770, -0.050172
-0.998435, -0.056446
-0.998060, -0.062718
-0.997647, -0.068987
-0.997193, -0.075254
-0.996701, -0.081517
-0.996169, -0.087778
-0.995598, -0.094035
-0.994988, -0.100288
-0.994338, -0.106537
-0.993649, -0.112783
-0.992921, -0.119023
-0.992153, -0.125259
-0.991347, -0.131490
-0.990501, -0.137716
-0.989616, -0.143937
-0.988692, -0.150151
-0.987729, -0.156360
-0.986727, -0.162563
-0.985687, -0.168759
-0.984607, -0.174949
-0.983488, -0.181131
-0.982331, -0.187307
-0.981134, -0.193475
-0.979900, -0.199635
-0.978626, -0.205788
-0.977314, -0.211932
-0.975963, -0.218068
-0.974573, -0.224196
-0.973146, -0.230315
-0.971679, -0.236424
-0.970175, -0.242524
-0.968632, -0.248615
-0.967051, -0.254696
-0.965431, -0.260767
-0.963774, -0.266827
-0.962078, -0.272877
-0.960345, -0.278916
-0.958574, -0.284944
-0.956764, -0.290961
-0.954917, -0.296967
-0.953033, -0.302960
-0.951110, -0.308942
-0.949151, -0.314912
-0.947153, -0.320869
-0.945119, -0.326813
-0.943047, -0.332745
-0.940937, -0.338663
-0.938791, -0.344568
-0.936608, -0.350460
-0.934387, -0.356337
-0.932130, -0.362201
-0.929836, -0.368050
-0.927505, -0.373885
-0.925138, -0.379705
-0.922734, -0.385510
-0.920293, -0.391300
-0.917817, -0.397074
-0.915304, -0.402833
-0.912755, -0.408575
-0.910170, -0.414302
-0.907549, -0.420012
-0.904892, -0.425706
-0.902199, -0.431383
-0.899471, -0.437043
-0.896708, -0.442685
-0.893909, -0.448310
-0.891074, -0.453918
-0.888205, -0.459507
-0.885300, -0.465079
-0.882361, -0.470632
-0.879386, -0.476166
-0.876377, -0.481682
-0.873333, -0.487178
-0.870255, -0.492656
-0.867143, -0.498113
-0.863996, -0.503552
-0.860815, -0.508970
-0.857600, -0.514368
-0.854352, -0.519746
-0.851069, -0.525104
-0.847753, -0.530441
-0.844404, -0.535756
-0.841021, -0.541051
-0.837605, -0.546324
-0.834156, -0.551576
-0.830674, -0.556806
-0.827159, -0.562014
-0.823612, -0.567200
-0.820032, -0.572363
-0.816420, -0.577504
-0.812775, -0.582622
-0.809098, -0.587717
-0.805390, -0.592789
-0.801650, -0.597837
-0.797878, -0.602862
-0.794074, -0.607863
-0.790239, -0.612840
-0.786373, -0.617793
-0.782476, -0.622722
-0.778548, -0.627625
-0.774589, -0.632504
-0.770600, -0.637359
-0.766580, -0.642188
-0.762531, -0.646991
-0.758450, -0.651769
-0.754340, -0.656522
-0.750201, -0.661248
-0.746031, -0.665948
-0.741832, -0.670622
-0.737604, -0.675270
-0.733347, -0.679891
-0.729061, -0.684485
-0.724746, -0.689052
-0.720402, -0.693592
-0.716030, -0.698104
-0.711630, -0.702589
-0.707202, -0.707046
-0.702745, -0.711475
-0.698261, -0.715877
-0.693750, -0.720250
-0.689211, -0.724594
-0.684645, -0.728910
-0.680051, -0.733197
-0.675431, -0.737455
-0.670785, -0.741684
-0.666111, -0.745884
-0.661412, -0.750054
-0.656686, -0.754195
-0.651935, -0.758306
-0.647157, -0.762387
-0.642355, -0.766438
-0.637527, -0.770459
-0.632673, -0.774449
-0.627795, -0.778408
-0.622892, -0.782337
-0.617964, -0.786235
-0.613012, -0.790102
-0.608036, -0.793938
-0.603035, -0.797743
-0.598011, -0.801516
-0.592964, -0.805257
-0.587893, -0.808967
-0.582798, -0.812644
-0.577681, -0.816290
-0.572541, -0.819903
-0.567378, -0.823484
-0.562193, -0.827033
-0.556986, -0.830549
-0.551756, -0.834032
-0.546505, -0.837482
-0.541233, -0.840899
-0.535939, -0.844283
-0.530623, -0.847633
-0.525287, -0.850950
-0.519930, -0.854234
-0.514553, -0.857483
-0.509155, -0.860699
-0.503738, -0.863881
-0.498300, -0.867029
-0.492843, -0.870143
-0.487366, -0.873222
-0.481870, -0.876267
-0.476355, -0.879277
-0.470821, -0.882252
-0.465268, -0.885193
-0.459698, -0.888099
-0.454109, -0.890969
-0.448502, -0.893805
-0.442877, -0.896605
-0.437235, -0.899370
-0.431576, -0.902099
-0.425899, -0.904793
-0.420206, -0.907451
-0.414496, -0.910073
-0.408770, -0.912659
-0.403028, -0.915209
-0.397270, -0.917723
-0.391496, -0.920201
-0.385706, -0.922642
-0.379902, -0.925048
-0.374082, -0.927416
-0.368248, -0.929748
-0.362399, -0.932043
-0.356536, -0.934302
-0.350659, -0.936523
-0.344768, -0.938708
-0.338863, -0.940855
-0.332945, -0.942966
-0.327014, -0.945039
-0.321070, -0.947075
-0.315113, -0.949073
-0.309144, -0.951034
-0.303162, -0.952958
-0.297169, -0.954844
-0.291164, -0.956692
-0.285147, -0.958502
-0.279119, -0.960275
-0.273080, -0.962010
-0.267031, -0.963706
-0.260970, -0.965365
-0.254900, -0.966985
-0.248819, -0.968568
-0.242729, -0.970112
-0.236629, -0.971618
-0.230519, -0.973085
-0.224401, -0.974514
-0.218274, -0.975905
-0.212138, -0.977257
-0.205994, -0.978570
-0.199841, -0.979845
-0.193681, -0.981081
-0.187513, -0.982279
-0.181338, -0.983437
-0.175155, -0.984557
-0.168966, -0.985638
-0.162769, -0.986680
-0.156567, -0.987683
-0.150358, -0.988647
-0.144144, -0.989573
-0.137923, -0.990459
-0.131698, -0.991305
-0.125467, -0.992113
-0.119231, -0.992882
-0.112990, -0.993611
-0.106745, -0.994302
-0.100496, -0.994952
-0.094242, -0.995564
-0.087985, -0.996137
-0.081725, -0.996670
-0.075461, -0.997163
-0.069194, -0.997618
-0.062925, -0.998033
-0.056653, -0.998408
-0.050379, -0.998744
-0.044103, -0.999041
-0.037825, -0.999298
-0.031546, -0.999516
-0.025265, -0.999695
-0.018984, -0.999833
-0.012701, -0.999933
-0.006418, -0.999993
-0.000135, -1.000013
0.006148, -0.999994
0.012431, -0.999936
0.018713, -0.999838
0.024995, -0.999701
0.031275, -0.999524
0.037555, -0.999307
0.043833, -0.999052
0.050109, -0.998756
0.056383, -0.998422
0.062655, -0.998048
0.068925, -0.997634
0.075191, -0.997181
0.081455, -0.996689
0.087716, -0.996158
0.093973, -0.995587
0.100226, -0.994977
0.106476, -0.994327
0.112721, -0.993638
0.118962, -0.992910
0.125198, -0.992143
0.131429, -0.991337
0.137655, -0.990492
0.143876, -0.989607
0.150091, -0.988683
0.156300, -0.987721
0.162502, -0.986719
0.168699, -0.985679
0.174889, -0.984599
0.181071, -0.983481
0.187247, -0.982324
0.193415, -0.981128
0.199576, -0.979893
0.205729, -0.978619
0.211873, -0.977307
0.218010, -0.975957
0.224137, -0.974568
0.230256, -0.973140
0.236366, -0.971674
0.242466, -0.970170
0.248557, -0.968627
0.254638, -0.967046
0.260709, -0.965427
0.266770, -0.963770
0.272820, -0.962075
0.278859, -0.960341
0.284888, -0.958570
0.290905, -0.956761
0.296910, -0.954915
0.302904, -0.953030
0.308886, -0.951108
0.314856, -0.949148
0.320813, -0.947151
0.326758, -0.945117
0.332690, -0.943045
0.338608, -0.940936
0.344514, -0.938790
0.350405, -0.936607
0.356283, -0.934387
0.362147, -0.932129
0.367996, -0.929836
0.373831, -0.927505
0.379651, -0.925138
0.385457, -0.922734
0.391247, -0.920294
0.397021, -0.917817
0.402780, -0.915305
0.408523, -0.912756
0.414250, -0.910171
0.419960, -0.907550
0.425654, -0.904894
0.431331, -0.902201
0.436991, -0.899473
0.442634, -0.896710
0.448259, -0.893911
0.453867, -0.891077
0.459457, -0.888207
0.465028, -0.885303
0.470582, -0.882363
0.476116, -0.879389
0.481632, -0.876380
0.487129, -0.873337
0.492607, -0.870259
0.498065, -0.867146
0.503503, -0.864000
0.508922, -0.860819
0.514320, -0.857605
0.519699, -0.854356
0.525056, -0.851074
0.530393, -0.847758
0.535709, -0.844409
0.541004, -0.841026
0.546278, -0.837610
0.551530, -0.834161
0.556760, -0.830679
0.561968, -0.827165
0.567154, -0.823617
0.572318, -0.820037
0.577459, -0.816425
0.582577, -0.812781
0.587672, -0.809104
0.592745, -0.805396
0.597793, -0.801656
0.602818, -0.797884
0.607820, -0.794080
0.612797, -0.790246
0.617750, -0.786380
0.622679, -0.782483
0.627583, -0.778555
0.632462, -0.774596
0.637316, -0.770607
0.642146, -0.766587
0.646949, -0.762537
0.651728, -0.758458
0.656480, -0.754348
0.661207, -0.750208
0.665907, -0.746039
0.670582, -0.741840
0.675230, -0.737612
0.679851, -0.733355
0.684445, -0.729068
0.689012, -0.724754
0.693552, -0.720410
0.698065, -0.716038
0.702550, -0.711638
0.707008, -0.707210
0.711437, -0.702753
0.715839, -0.698269
0.720212, -0.693758
0.724556, -0.689219
0.728873, -0.684653
0.733160, -0.680059
0.737418, -0.675439
0.741648, -0.670793
0.745848, -0.666120
0.750018, -0.661420
0.754159, -0.656695
0.758270, -0.651943
0.762352, -0.647166
0.766403, -0.642363
0.770424, -0.637535
0.774414, -0.632682
0.778374, -0.627803
0.782303, -0.622900
0.786201, -0.617972
0.790069, -0.613020
0.793905, -0.608044
0.797709, -0.603044
0.801483, -0.598020
0.805224, -0.592972
0.808934, -0.587901
0.812612, -0.582807
0.816258, -0.577689
0.819871, -0.572549
0.823453, -0.567387
0.827001, -0.562201
0.830517, -0.556994
0.834000, -0.551765
0.837451, -0.546514
0.840868, -0.541241
0.844252, -0.535947
0.847603, -0.530632
0.850920, -0.525296
0.854204, -0.519939
0.857454, -0.514561
0.860670, -0.509164
0.863852, -0.503746
0.867000, -0.498308
0.870114, -0.492851
0.873193, -0.487374
0.876238, -0.481878
0.879249, -0.476363
0.882224, -0.470829
0.885165, -0.465276
0.888071, -0.459706
0.890942, -0.454117
0.893778, -0.448510
0.896578, -0.442885
0.899343, -0.437243
0.902073, -0.431583
0.904766, -0.425907
0.907425, -0.420214
0.910047, -0.414504
0.912633, -0.408778
0.915184, -0.403035
0.917698, -0.397277
0.920176, -0.391503
0.922618, -0.385714
0.925023, -0.379909
0.927392, -0.374090
0.929724, -0.368255
0.932019, -0.362406
0.934278, -0.356543
0.936500, -0.350666
0.938684, -0.344775
0.940832, -0.338870
0.942943, -0.332952
0.945016, -0.327021
0.947052, -0.321076
0.949051, -0.315119
0.951012, -0.309150
0.952936, -0.303169
0.954822, -0.297175
0.956670, -0.291170
0.958481, -0.285153
0.960253, -0.279125
0.961988, -0.273086
0.963685, -0.267037
0.965344, -0.260976
0.966964, -0.254906
0.968547, -0.248825
0.970091, -0.242735
0.971597, -0.236634
0.973065, -0.230525
0.974494, -0.224407
0.975885, -0.218279
0.977237, -0.212143
0.978551, -0.205999
0.979826, -0.199846
0.981062, -0.193686
0.982260, -0.187518
0.983418, -0.181342
0.984538, -0.175160
0.985619, -0.168970
0.986662, -0.162774
0.987665, -0.156572
0.988629, -0.150363
0.989554, -0.144148
0.990441, -0.137928
0.991288, -0.131702
0.992096, -0.125471
0.992864, -0.119235
0.993594, -0.112994
0.994284, -0.106749
0.994935, -0.100499
0.995547, -0.094246
0.996120, -0.087989
0.996653, -0.081728
0.997147, -0.075465
0.997601, -0.069198
0.998016, -0.062928
0.998392, -0.056656
0.998728, -0.050382
0.999025, -0.044106
0.999282, -0.037828
0.999500, -0.031548
0.999679, -0.025268
0.999818, -0.018986
0.999917, -0.012704
0.999977, -0.006421
0.999998, -0.000138
0.999979, 0.006146
